Overall Qual,Overall Cond,1st Flr SF,2nd Flr SF,Gr Liv Area,Half Bath,Kitchen AbvGr,TotRms AbvGrd,Fireplaces,Misc Val,Year Built Year Remod/Add,Mas Vnr Area,Total Bsmt SF,Bsmt Full Bath,Garage Area,bed_full_bath
9,5,1746,0,1746,0,1,7,2,0,4026042,160.0,1746.0,1.0,758.0,6.0
5,5,928,608,1536,0,1,7,1,0,3763500,0.0,928.0,0.0,480.0,8.0
7,5,1734,0,1734,0,1,7,0,0,4020025,0.0,1734.0,1.0,660.0,6.0
8,5,1976,0,1976,0,1,7,1,0,4026042,304.0,1976.0,1.0,908.0,4.0
7,5,1212,0,1212,0,1,6,0,0,4004001,0.0,1212.0,0.0,573.0,6.0
5,5,1052,0,1052,1,1,5,0,0,3873024,168.0,1052.0,1.0,288.0,3.0
5,5,1057,0,1057,0,1,6,0,0,3849444,0.0,1057.0,0.0,576.0,3.0
6,5,1068,541,1609,1,1,7,0,0,3814209,0.0,1000.0,0.0,305.0,5.0
7,7,1195,473,1668,1,1,8,0,0,3792750,0.0,672.0,0.0,252.0,3.0
5,6,924,0,924,0,1,5,0,0,3900625,0.0,924.0,0.0,280.0,3.0
6,6,561,668,1229,1,1,5,1,0,3920400,0.0,561.0,0.0,462.0,2.0
4,6,882,0,882,0,1,4,0,0,3825936,0.0,882.0,0.0,0.0,1.0
7,5,1352,0,1352,0,1,5,1,0,4026042,0.0,1352.0,1.0,466.0,4.0
5,5,948,0,948,0,1,6,0,0,3873024,0.0,948.0,0.0,300.0,3.0
5,5,864,0,864,0,1,5,0,0,3845521,0.0,864.0,0.0,440.0,2.0
7,5,880,680,1700,1,1,7,0,0,3922380,0.0,430.0,1.0,450.0,4.0
5,3,1276,0,1276,0,1,5,0,0,3833764,0.0,1276.0,0.0,350.0,3.0
7,5,1626,0,1626,1,1,7,1,0,3976036,251.0,1602.0,1.0,534.0,6.0
2,3,480,0,480,0,1,4,0,0,3800550,0.0,480.0,1.0,308.0,0.0
6,5,1012,0,1012,0,0,4,0,0,3900625,355.0,976.0,0.0,0.0,8.0
5,6,889,0,889,0,1,6,0,0,3936256,0.0,864.0,0.0,484.0,3.0
6,6,1117,0,1117,0,1,6,1,0,3908529,0.0,1029.0,1.0,542.0,3.0
8,5,1132,1320,2452,1,1,9,1,0,4018020,132.0,1117.0,0.0,691.0,12.0
7,9,2365,0,2365,0,1,7,2,0,3959739,0.0,1803.0,1.0,551.0,6.0
5,8,912,0,912,0,1,5,0,0,3945720,300.0,912.0,1.0,576.0,2.0
8,5,1567,0,1567,0,1,7,1,0,4024036,0.0,1520.0,1.0,648.0,2.0
5,5,1360,0,1360,0,1,6,1,0,3822025,0.0,384.0,0.0,572.0,3.0
6,5,769,756,1525,1,1,5,1,0,4000000,456.0,756.0,0.0,440.0,6.0
5,7,780,420,1200,0,1,7,0,0,3763500,0.0,780.0,0.0,0.0,4.0
7,5,1073,0,1073,0,1,4,0,0,4016016,0.0,1073.0,1.0,246.0,4.0
5,5,1159,0,1159,1,1,7,1,0,3873024,188.0,1051.0,0.0,336.0,3.0
4,4,1040,500,1540,0,1,7,0,0,3822025,0.0,1190.0,1.0,352.0,4.0
5,5,894,0,894,0,1,5,0,0,3908529,0.0,894.0,1.0,308.0,2.0
7,5,814,860,1674,1,1,7,0,0,4000000,0.0,814.0,1.0,663.0,6.0
4,5,546,546,1092,1,1,6,0,0,3880900,80.0,546.0,0.0,286.0,3.0
6,5,1430,0,1430,0,1,6,2,0,3896676,144.0,1430.0,0.0,484.0,6.0
6,6,1040,0,1040,0,1,6,1,0,3912484,200.0,960.0,1.0,616.0,3.0
7,5,1494,0,1494,0,1,7,1,0,4026042,306.0,1494.0,0.0,840.0,6.0
5,6,1075,0,1075,0,1,6,0,0,3853369,0.0,981.0,1.0,440.0,3.0
5,7,992,0,992,0,1,6,0,600,3943835,0.0,992.0,1.0,294.0,3.0
8,7,1352,1168,2520,1,1,10,1,0,3972049,0.0,1338.0,1.0,796.0,10.0
6,5,1146,0,1146,0,1,6,1,0,3853369,379.0,1083.0,0.0,294.0,3.0
8,7,1686,762,2448,1,1,8,1,0,3997970,528.0,1629.0,1.0,711.0,8.0
7,5,1026,932,1958,1,1,9,1,0,4020025,0.0,1026.0,0.0,936.0,6.0
4,6,630,0,630,0,1,3,0,0,3880900,0.0,630.0,1.0,0.0,1.0
5,5,896,896,1792,2,2,8,0,0,3896676,0.0,896.0,0.0,0.0,8.0
9,5,1565,0,1565,0,1,6,1,0,4020025,278.0,1560.0,1.0,556.0,4.0
8,5,1595,0,1595,0,1,6,1,0,4022030,226.0,1595.0,0.0,880.0,4.0
4,5,1680,0,1680,0,1,7,0,0,3982020,0.0,1680.0,0.0,628.0,8.0
6,4,1040,0,1040,0,1,6,1,0,3869089,0.0,1040.0,1.0,480.0,3.0
8,5,1328,1203,2531,1,1,9,1,0,3980025,513.0,1318.0,0.0,752.0,8.0
8,5,1335,1203,2538,1,1,8,1,0,3986012,526.0,1325.0,0.0,933.0,8.0
6,5,483,504,987,1,1,5,0,0,3892729,504.0,483.0,1.0,264.0,2.0
6,5,840,915,1755,1,1,7,1,0,3996001,148.0,840.0,1.0,530.0,6.0
5,6,1152,0,1152,1,1,6,0,0,3814209,84.0,1152.0,0.0,636.0,3.0
7,5,1016,868,1884,1,1,7,1,0,4012009,0.0,926.0,1.0,581.0,6.0
7,5,1061,862,1923,1,1,8,1,0,3968064,0.0,750.0,1.0,564.0,6.0
7,5,1611,0,1611,0,1,6,0,0,4008004,0.0,1569.0,1.0,1231.0,6.0
5,8,1437,0,1437,0,1,6,1,0,3959904,0.0,1437.0,1.0,528.0,6.0
7,6,1091,984,2075,1,1,8,1,0,3972049,194.0,1148.0,1.0,473.0,6.0
7,5,1670,0,1670,0,1,7,1,0,4024036,27.0,1670.0,0.0,690.0,6.0
8,5,2140,0,2140,1,1,8,0,0,4026042,0.0,2140.0,0.0,894.0,6.0
5,8,1265,0,1265,0,1,6,1,0,3928035,0.0,1219.0,0.0,502.0,6.0
5,6,1636,971,3086,0,1,12,1,0,3880324,0.0,1598.0,0.0,0.0,9.0
3,6,600,368,968,0,1,6,0,0,3724500,0.0,600.0,0.0,0.0,2.0
8,5,1312,0,1312,0,1,5,0,0,4004001,86.0,1267.0,0.0,471.0,4.0
7,5,1168,1619,2787,2,2,8,2,0,4000000,23.0,1168.0,2.0,820.0,24.0
7,5,847,886,1733,1,1,7,1,0,4012009,0.0,847.0,0.0,433.0,6.0
6,7,720,495,1215,0,1,6,0,0,3783000,0.0,720.0,0.0,720.0,3.0
9,5,1743,0,1743,0,1,8,1,0,4032064,284.0,1739.0,1.0,927.0,6.0
5,8,1026,0,1026,1,1,5,0,0,3961908,0.0,1026.0,1.0,308.0,3.0
9,5,1842,0,1842,1,1,5,1,0,3936247,0.0,1842.0,2.0,894.0,0.0
7,6,1186,800,1986,1,1,7,3,0,3910350,176.0,768.0,0.0,486.0,6.0
7,5,1208,0,1208,0,1,6,0,0,4024036,24.0,1187.0,1.0,632.0,4.0
7,5,1422,0,1422,0,1,7,0,0,4016016,106.0,1422.0,0.0,626.0,6.0
4,5,1220,0,1220,0,1,6,0,0,3806401,0.0,836.0,0.0,396.0,2.0
5,6,1126,0,1126,0,1,6,0,0,3908529,0.0,1126.0,0.0,540.0,6.0
5,5,1384,0,1384,0,1,6,0,400,3913956,0.0,1015.0,1.0,896.0,2.0
6,6,1127,0,1127,1,1,6,1,0,3904576,84.0,1127.0,0.0,480.0,3.0
6,4,1216,639,1855,0,1,7,0,0,3853288,0.0,994.0,0.0,325.0,8.0
5,7,1236,0,1236,0,1,6,1,0,3910234,0.0,912.0,0.0,288.0,3.0
8,5,1268,1097,2365,1,1,8,1,0,3996001,673.0,1252.0,1.0,856.0,6.0
6,7,1512,1142,2654,1,1,9,1,0,3904512,220.0,1054.0,1.0,619.0,8.0
8,5,1236,1104,2340,1,1,9,1,0,3984016,402.0,1236.0,1.0,787.0,8.0
5,5,1200,0,1200,0,1,5,0,0,3950156,0.0,1200.0,3.0,0.0,9.0
7,5,703,689,1392,0,1,5,0,0,4028049,0.0,689.0,0.0,540.0,4.0
6,5,1138,1042,2180,1,1,7,1,0,3734250,0.0,1138.0,0.0,720.0,3.0
6,7,1610,0,1610,0,1,6,2,0,3955977,28.0,1610.0,1.0,480.0,6.0
7,6,1501,0,1501,0,1,6,1,0,3944196,340.0,1277.0,1.0,512.0,4.0
4,5,1029,0,1029,0,1,5,0,0,3845521,192.0,1029.0,1.0,261.0,3.0
5,4,1352,0,1352,0,1,6,0,0,3833764,120.0,1062.0,0.0,288.0,3.0
5,8,1072,0,1072,0,1,5,2,0,3783000,279.0,808.0,0.0,379.0,2.0
10,5,1850,848,2698,1,1,11,1,0,4024036,734.0,1850.0,1.0,736.0,8.0
5,6,912,0,912,0,1,6,0,0,3849444,60.0,912.0,0.0,252.0,3.0
4,5,1152,0,1152,0,2,6,0,0,3822025,0.0,0.0,0.0,0.0,4.0
7,8,730,720,1450,0,1,7,0,0,3772800,0.0,624.0,0.0,288.0,3.0
5,6,1073,0,1073,0,1,4,0,0,3780528,0.0,1073.0,0.0,326.0,2.0
5,5,1458,0,1458,1,1,7,1,0,3869089,450.0,1176.0,1.0,512.0,3.0
7,5,1486,0,1486,0,1,7,0,0,4024036,170.0,1461.0,0.0,566.0,6.0
5,5,904,611,1774,0,1,8,1,0,3845521,0.0,552.0,0.0,384.0,8.0
5,5,864,615,1479,0,1,8,0,0,3876961,0.0,864.0,0.0,275.0,10.0
8,5,1504,0,1504,0,1,7,0,0,4024036,60.0,1504.0,0.0,510.0,6.0
7,5,824,1070,1894,1,1,8,1,0,4010006,44.0,817.0,1.0,510.0,8.0
8,5,1278,0,1278,0,1,5,0,0,4024036,0.0,1278.0,0.0,584.0,4.0
8,5,1165,1098,2263,1,1,10,1,0,3992004,650.0,1141.0,0.0,420.0,8.0
7,5,1168,1619,2787,2,2,8,2,0,4000000,23.0,1168.0,2.0,820.0,24.0
7,5,707,707,1414,1,1,6,1,0,4008004,0.0,707.0,0.0,403.0,6.0
6,7,1302,0,1302,0,1,7,0,0,3910324,108.0,1302.0,0.0,309.0,6.0
8,5,779,640,1419,1,1,7,1,0,4008004,0.0,408.0,1.0,527.0,6.0
6,5,1220,0,1220,0,1,6,1,0,3884841,176.0,1625.0,0.0,944.0,4.0
6,6,1182,800,1982,1,1,6,1,1500,3944196,242.0,572.0,1.0,501.0,6.0
6,5,848,0,848,0,1,4,0,0,4012009,170.0,848.0,1.0,420.0,1.0
8,5,1648,0,1648,0,1,5,1,0,4030056,174.0,1596.0,1.0,482.0,4.0
8,5,1337,0,1337,0,1,5,1,0,3956121,0.0,1337.0,1.0,462.0,4.0
5,6,1125,592,1717,1,1,7,1,0,3783000,0.0,901.0,0.0,410.0,2.0
5,5,1104,0,1104,0,1,5,0,0,3829848,0.0,1104.0,1.0,384.0,3.0
5,5,907,0,907,0,1,5,0,0,3912484,76.0,907.0,0.0,343.0,3.0
7,5,782,870,1652,1,1,6,0,0,4000000,120.0,782.0,0.0,532.0,6.0
6,7,1271,1369,2640,1,1,8,1,0,3928099,256.0,932.0,0.0,515.0,10.0
5,6,735,299,1034,0,1,5,0,0,3783000,0.0,735.0,0.0,240.0,2.0
5,5,1513,0,1513,0,2,8,0,0,3916441,0.0,0.0,0.0,400.0,8.0
8,5,1498,0,1498,0,1,7,1,0,4022030,76.0,1498.0,0.0,844.0,6.0
5,7,1053,0,1053,0,1,6,0,0,3853369,0.0,1053.0,1.0,692.0,3.0
6,5,1293,0,1293,0,1,5,0,0,3818116,28.0,1178.0,1.0,452.0,4.0
9,5,2020,0,2020,0,1,7,1,0,4032064,450.0,2020.0,1.0,896.0,6.0
7,8,1900,548,2448,0,1,9,2,0,3920076,0.0,1438.0,1.0,441.0,9.0
6,5,977,755,1732,1,1,7,1,0,3940225,336.0,741.0,0.0,476.0,6.0
8,5,1324,0,1324,0,1,6,1,0,4024036,176.0,1324.0,1.0,550.0,4.0
2,2,832,0,832,0,1,5,1,0,3788310,0.0,678.0,0.0,780.0,2.0
7,5,1253,0,1253,0,1,6,1,0,3982020,38.0,1237.0,0.0,402.0,6.0
9,5,1249,1347,2596,1,1,9,0,0,4024036,370.0,1249.0,0.0,840.0,12.0
5,6,902,0,902,0,1,6,0,0,3869089,75.0,876.0,0.0,288.0,3.0
6,5,1495,0,1495,0,1,8,1,0,3956121,128.0,1495.0,0.0,438.0,6.0
8,5,1584,0,1584,0,1,6,1,0,4028049,0.0,1574.0,0.0,594.0,4.0
7,5,1080,0,1080,0,1,6,0,0,4018020,120.0,1080.0,1.0,0.0,3.0
4,6,1647,0,1647,0,1,6,1,0,3814209,0.0,1105.0,1.0,280.0,3.0
7,5,1258,0,1258,0,1,6,1,0,4026042,72.0,1258.0,0.0,648.0,4.0
6,7,698,698,1396,0,1,7,0,0,3835745,0.0,698.0,0.0,384.0,3.0
5,9,1001,0,1001,0,1,5,0,0,3873510,0.0,837.0,0.0,216.0,2.0
9,5,2121,0,2121,1,1,8,1,0,4026042,315.0,2121.0,0.0,732.0,6.0
6,6,1044,0,1480,0,1,6,0,0,3744000,0.0,972.0,0.0,207.0,3.0
8,5,1588,0,1588,0,1,7,1,0,4024036,410.0,1588.0,0.0,825.0,6.0
5,7,1053,0,1053,1,1,5,0,0,3929754,54.0,1053.0,1.0,312.0,3.0
3,5,492,0,492,0,1,3,0,0,3745950,0.0,492.0,1.0,200.0,1.0
7,6,1851,0,1851,0,1,8,1,0,3876961,434.0,1851.0,0.0,506.0,6.0
6,7,754,649,1403,1,1,7,0,0,3762975,0.0,698.0,1.0,308.0,3.0
6,8,1138,0,1138,0,1,6,0,0,3833764,63.0,588.0,0.0,264.0,3.0
9,5,2452,0,2452,0,1,10,1,0,4012009,724.0,2452.0,2.0,886.0,6.0
5,7,1040,0,1040,0,1,5,0,0,3969816,0.0,1040.0,0.0,484.0,6.0
6,5,763,892,1655,1,1,7,1,0,3974042,0.0,763.0,0.0,440.0,6.0
6,6,1116,0,1116,0,1,6,1,0,3896676,196.0,1116.0,1.0,528.0,6.0
7,5,879,984,1863,1,1,9,1,0,4024036,0.0,879.0,0.0,660.0,8.0
6,5,1055,790,1845,1,1,8,1,400,3968064,0.0,1055.0,0.0,462.0,6.0
5,4,1176,0,1176,0,1,6,2,0,3829849,143.0,1176.0,1.0,292.0,3.0
5,7,892,0,892,0,1,5,0,0,3947728,47.0,864.0,1.0,416.0,3.0
5,4,1022,0,1022,0,1,4,0,0,3831460,0.0,1022.0,1.0,280.0,2.0
5,3,2136,0,2136,0,1,7,0,0,3806401,44.0,2136.0,0.0,528.0,8.0
6,5,926,678,1604,1,1,7,0,0,3992004,0.0,926.0,0.0,472.0,6.0
6,4,841,806,1647,1,1,6,0,0,3734250,0.0,806.0,1.0,216.0,4.0
5,8,864,0,864,0,1,5,1,0,3935727,0.0,864.0,1.0,420.0,3.0
5,6,1076,0,1076,1,1,5,1,0,3900625,176.0,1076.0,0.0,576.0,3.0
5,6,779,0,935,0,1,4,0,600,3782800,0.0,742.0,0.0,308.0,2.0
7,5,835,828,1663,1,1,8,0,0,4014012,95.0,835.0,0.0,478.0,6.0
5,7,768,560,1328,1,1,6,0,0,3841500,0.0,768.0,0.0,308.0,3.0
6,5,806,766,1572,1,1,7,1,0,3982020,0.0,806.0,0.0,373.0,6.0
6,5,874,468,1342,0,2,7,1,0,3781050,0.0,739.0,0.0,240.0,4.0
6,5,981,0,981,1,1,5,0,0,3884841,0.0,981.0,1.0,576.0,3.0
5,6,1099,0,1099,1,1,6,0,0,4001970,0.0,1099.0,0.0,352.0,3.0
7,5,1222,888,2110,1,1,8,2,0,3991988,0.0,948.0,1.0,463.0,6.0
6,6,1026,0,1026,0,1,5,1,0,3896676,0.0,970.0,1.0,528.0,2.0
9,5,1419,0,1419,1,1,5,1,0,4004001,0.0,1419.0,1.0,588.0,2.0
9,5,2364,0,2364,1,1,11,2,0,4038090,760.0,2330.0,1.0,820.0,4.0
5,5,1040,0,1040,0,1,6,0,0,3984016,0.0,1040.0,1.0,576.0,3.0
8,5,1280,0,1280,0,1,5,0,0,3968064,0.0,1280.0,0.0,506.0,4.0
8,5,1143,1330,2473,1,1,9,1,0,4018020,344.0,1143.0,0.0,852.0,8.0
7,8,798,504,1302,1,1,6,2,0,3876120,0.0,680.0,0.0,224.0,2.0
5,5,1092,0,1092,0,1,6,0,0,3865156,0.0,1092.0,0.0,264.0,3.0
6,8,1188,0,1188,0,1,4,1,0,3825936,0.0,988.0,1.0,621.0,1.0
7,6,1045,0,1045,0,1,6,0,0,3849444,0.0,1045.0,1.0,528.0,3.0
6,7,1093,0,1093,0,1,6,1,400,3865156,0.0,1093.0,1.0,484.0,6.0
6,5,798,842,1640,1,1,6,0,0,4016016,0.0,798.0,0.0,520.0,6.0
4,5,1224,0,1224,0,2,6,0,0,3849444,0.0,0.0,0.0,462.0,4.0
7,9,575,560,1135,0,1,6,0,0,3885552,0.0,560.0,1.0,576.0,3.0
5,7,1078,0,1078,0,1,6,0,0,3753750,0.0,1054.0,0.0,264.0,3.0
4,6,968,0,968,0,1,5,0,0,3825936,1.0,0.0,0.0,331.0,2.0
9,5,1462,762,2224,1,1,10,1,0,4018020,216.0,1462.0,1.0,738.0,8.0
3,4,1040,0,1040,0,2,6,0,0,3802500,0.0,0.0,0.0,400.0,4.0
7,5,882,908,1790,1,1,7,0,0,3996001,158.0,873.0,1.0,588.0,6.0
6,7,1423,748,2555,0,1,11,1,0,3832468,0.0,588.0,0.0,672.0,6.0
6,8,813,0,813,0,1,5,0,0,3869650,0.0,813.0,0.0,270.0,2.0
8,5,1299,573,1872,1,1,7,1,0,4004001,108.0,1299.0,1.0,531.0,6.0
5,6,1050,0,1050,0,1,5,0,0,3825936,0.0,1050.0,0.0,338.0,2.0
9,5,1933,1567,3500,1,1,11,1,0,3974042,738.0,1733.0,1.0,959.0,12.0
4,5,948,0,948,0,1,5,0,0,3818116,132.0,864.0,0.0,248.0,3.0
5,5,960,356,1316,0,1,7,0,0,3755700,0.0,750.0,0.0,576.0,4.0
6,5,1465,915,2380,1,1,7,1,0,3888735,113.0,1021.0,0.0,596.0,6.0
6,7,1640,0,1640,0,1,7,1,0,3919724,72.0,1296.0,1.0,924.0,3.0
6,5,600,600,1200,1,1,5,0,0,4020025,0.0,600.0,1.0,480.0,4.0
6,8,662,662,1324,0,1,6,0,0,3826560,0.0,662.0,0.0,180.0,3.0
8,5,1564,0,1564,0,1,6,1,0,4026042,0.0,1546.0,0.0,502.0,4.0
9,5,1966,1174,3140,1,1,11,2,0,4034072,860.0,1926.0,0.0,820.0,12.0
6,5,1611,875,2486,0,1,8,1,0,3849444,0.0,1595.0,0.0,576.0,10.0
6,5,872,899,1771,1,1,6,0,0,3988009,128.0,864.0,1.0,600.0,6.0
8,5,1836,0,1836,0,1,7,1,0,4018020,42.0,1836.0,1.0,862.0,6.0
8,5,1575,0,1575,0,1,7,1,0,4014012,504.0,1603.0,1.0,732.0,4.0
4,6,630,0,630,0,1,3,0,0,3880900,0.0,630.0,1.0,0.0,1.0
6,7,1395,0,1395,0,1,7,1,0,3894592,218.0,1395.0,1.0,440.0,2.0
7,8,502,502,1004,0,1,5,1,0,3763500,0.0,502.0,0.0,200.0,2.0
7,5,1836,0,1836,0,1,8,1,0,4018020,0.0,1860.0,0.0,484.0,6.0
5,6,1496,0,1496,0,1,6,0,0,3841600,203.0,1296.0,0.0,450.0,6.0
5,7,894,0,894,0,1,5,0,0,3939901,0.0,894.0,1.0,450.0,3.0
5,5,1040,0,1040,0,1,5,0,0,3912484,136.0,1040.0,0.0,0.0,6.0
5,6,942,886,1828,0,1,6,0,0,3844077,0.0,859.0,0.0,419.54392523364487,6.0
5,6,1008,0,1008,0,1,4,0,0,3909856,0.0,1008.0,1.0,280.0,2.0
4,5,864,0,864,0,1,5,0,0,3822025,0.0,864.0,1.0,528.0,3.0
8,5,1484,0,1484,0,1,6,1,0,4024036,32.0,1476.0,0.0,472.0,4.0
6,5,790,0,790,0,1,4,0,0,3763500,0.0,768.0,0.0,160.0,2.0
5,6,946,988,1934,1,1,6,1,0,3908529,157.0,1122.0,1.0,567.0,6.0
5,6,1150,0,1150,0,1,6,0,0,3837681,0.0,1150.0,1.0,300.0,3.0
8,5,1582,570,2152,1,1,7,1,0,4030056,0.0,1582.0,0.0,728.0,6.0
4,6,672,0,672,0,1,4,0,0,3784950,0.0,672.0,1.0,234.0,2.0
8,5,1511,0,1511,0,1,6,1,0,3980025,302.0,1401.0,1.0,811.0,6.0
5,6,793,0,793,0,1,4,0,0,3792750,0.0,793.0,1.0,240.0,2.0
6,6,1096,0,1096,0,1,5,1,0,3900625,0.0,1008.0,1.0,352.0,3.0
8,5,958,1142,2100,1,1,8,2,0,4028049,120.0,918.0,1.0,786.0,6.0
5,6,1048,510,1558,1,1,6,1,0,3792750,0.0,913.0,1.0,288.0,3.0
6,5,1650,0,1650,0,1,6,2,0,3833764,0.0,1632.0,1.0,518.0,2.0
8,5,948,1140,2088,1,1,10,1,0,4028049,108.0,948.0,0.0,656.0,8.0
6,5,768,768,1536,1,1,6,1,0,4022030,0.0,768.0,0.0,400.0,6.0
6,6,1721,0,1721,0,1,8,3,0,3853333,289.0,1331.0,0.0,464.0,4.0
6,5,804,744,1548,1,1,7,1,0,3912484,0.0,804.0,0.0,440.0,6.0
6,5,918,0,918,0,1,5,1,0,3916441,0.0,918.0,0.0,264.0,4.0
9,5,1365,1325,2690,1,1,8,1,0,4036081,0.0,1365.0,1.0,864.0,6.0
6,5,953,694,1647,1,1,7,1,0,3998000,0.0,953.0,0.0,460.0,6.0
5,7,825,0,825,0,1,4,0,0,3818116,0.0,825.0,0.0,350.0,2.0
6,3,1657,0,1657,0,1,7,1,0,3880900,0.0,1657.0,0.0,484.0,6.0
4,5,788,0,788,0,1,4,2,0,3784950,0.0,788.0,0.0,0.0,2.0
8,5,1520,1306,2826,1,1,9,3,0,3970056,692.0,1334.0,1.0,888.0,6.0
5,5,864,0,864,0,1,4,0,0,3873024,0.0,864.0,1.0,280.0,2.0
7,5,1392,1070,2462,1,1,9,1,0,4022030,456.0,1392.0,1.0,576.0,8.0
5,7,1287,0,1287,0,1,7,1,0,3929754,0.0,1063.0,1.0,576.0,3.0
7,5,1478,0,1478,1,1,7,1,0,4036081,432.0,1470.0,1.0,484.0,4.0
7,5,698,644,1342,1,1,7,1,0,4012009,0.0,698.0,1.0,393.0,6.0
5,7,804,0,804,0,1,4,2,0,3864480,294.0,788.0,1.0,240.0,2.0
5,5,876,936,1812,0,1,8,1,0,3849444,288.0,864.0,0.0,264.0,8.0
7,5,980,1276,2256,1,1,8,1,0,4000000,0.0,952.0,0.0,554.0,8.0
8,5,1648,0,1648,0,1,5,1,0,4030056,186.0,1596.0,1.0,525.0,4.0
6,5,1092,1020,2112,1,1,9,2,0,3876961,0.0,952.0,0.0,576.0,8.0
7,5,956,1128,2084,1,1,8,0,0,4016016,0.0,956.0,1.0,618.0,8.0
6,5,1032,0,1032,0,1,5,0,0,3751800,0.0,1032.0,0.0,280.0,2.0
6,5,680,790,1470,1,1,7,1,0,3982020,119.0,680.0,0.0,420.0,6.0
5,5,1040,0,1040,1,1,5,0,0,3908529,0.0,1040.0,0.0,748.0,3.0
5,7,884,0,884,0,1,5,0,0,3781050,0.0,884.0,0.0,240.0,2.0
5,5,1097,0,1097,1,1,6,0,0,3984016,0.0,1097.0,1.0,242.0,3.0
5,8,864,0,864,0,1,4,0,0,3747900,0.0,864.0,0.0,0.0,2.0
6,6,855,601,1456,1,1,7,0,0,3900625,0.0,855.0,0.0,460.0,8.0
6,6,816,0,1176,0,1,6,1,400,3771300,0.0,816.0,0.0,528.0,3.0
5,6,941,0,941,0,1,6,1,0,3869089,0.0,912.0,0.0,288.0,3.0
8,5,1652,0,1652,0,1,5,1,0,4032064,186.0,1600.0,1.0,482.0,4.0
7,9,1188,1152,2340,0,1,9,2,2500,3893646,0.0,1152.0,0.0,252.0,8.0
7,5,751,631,1382,1,1,7,1,0,3992004,0.0,384.0,0.0,396.0,6.0
5,7,1008,0,1008,0,1,6,0,0,3873024,182.0,1008.0,0.0,384.0,3.0
6,5,608,788,1396,1,1,6,1,0,4028049,0.0,608.0,0.0,440.0,6.0
6,7,845,1309,2154,1,1,8,1,0,3922108,306.0,845.0,0.0,539.0,10.0
8,5,1105,1295,2400,1,1,10,1,0,4014012,186.0,1082.0,0.0,730.0,12.0
7,4,1226,592,1818,1,1,7,2,0,3765450,600.0,1040.0,0.0,240.0,4.0
7,5,1710,0,1710,0,1,7,1,0,4018020,108.0,1710.0,0.0,550.0,6.0
5,6,1150,0,1150,0,1,6,0,0,3822025,176.0,1078.0,1.0,288.0,2.0
6,6,1127,850,1977,1,1,9,1,0,3884792,272.0,816.0,0.0,540.0,4.0
6,5,1332,0,1332,0,1,5,0,0,3962090,0.0,1332.0,0.0,542.0,4.0
5,3,1298,0,1298,0,1,5,0,0,3857296,0.0,1250.0,0.0,504.0,6.0
8,5,1973,0,1973,0,1,9,1,0,4024036,375.0,1935.0,0.0,895.0,6.0
6,5,525,567,1092,1,1,6,0,0,3892729,514.0,525.0,0.0,440.0,3.0
8,5,1036,880,1916,1,1,8,1,0,3994002,0.0,1049.0,1.0,741.0,6.0
5,3,1238,0,1238,1,1,6,1,0,3802500,0.0,864.0,0.0,357.0,3.0
7,5,944,896,1840,1,1,6,0,0,4004001,0.0,944.0,1.0,622.0,6.0
5,8,939,574,1513,1,1,8,0,0,3847680,0.0,939.0,0.0,180.0,4.0
5,7,1143,0,1143,0,1,5,1,0,3823224,0.0,1008.0,0.0,288.0,2.0
6,5,1338,0,1338,1,1,5,1,600,3932289,100.0,520.0,0.0,576.0,2.0
4,7,864,0,864,0,1,5,0,0,3880900,0.0,864.0,0.0,463.0,3.0
7,6,1161,808,1969,1,1,8,1,0,3908529,0.0,808.0,0.0,534.0,6.0
7,5,1266,0,1266,0,1,6,1,0,4028049,16.0,1266.0,0.0,388.0,4.0
5,6,990,1611,2601,1,1,8,0,0,3838158,0.0,612.0,0.0,621.0,12.0
5,6,912,0,912,0,1,6,0,0,3857296,0.0,912.0,0.0,0.0,3.0
5,6,1392,0,1392,1,1,5,1,0,3906172,180.0,1392.0,1.0,528.0,3.0
5,5,1824,0,1824,0,2,9,0,0,3829849,0.0,1824.0,0.0,484.0,10.0
7,5,928,895,1823,1,1,6,0,4500,4002000,0.0,928.0,1.0,626.0,6.0
8,5,1646,0,1646,0,1,5,1,0,4018020,186.0,1594.0,1.0,525.0,4.0
4,7,546,546,1092,1,1,5,0,0,3880900,0.0,546.0,0.0,0.0,3.0
5,5,1728,0,1728,0,2,10,0,0,3861225,108.0,1728.0,0.0,576.0,12.0
7,5,1573,0,1573,0,1,6,0,0,4008004,110.0,1573.0,1.0,544.0,6.0
7,6,1240,1240,2480,1,2,13,2,0,3783000,0.0,920.0,0.0,400.0,10.0
8,5,1341,0,1341,1,1,5,1,0,3998000,158.0,1341.0,1.0,482.0,1.0
4,7,825,536,1361,0,1,6,0,0,3695250,0.0,173.0,0.0,185.0,2.0
4,5,792,328,1120,0,1,5,0,0,3798600,0.0,744.0,0.0,480.0,2.0
8,5,1226,0,1226,0,1,4,1,0,3912484,0.0,1226.0,1.0,484.0,1.0
9,5,1734,1088,2822,1,1,12,1,0,4034072,424.0,1734.0,0.0,1020.0,12.0
6,6,1103,0,1103,0,1,5,1,0,3811500,0.0,1103.0,0.0,440.0,2.0
6,6,1179,0,1179,0,1,5,0,0,3841600,198.0,1179.0,0.0,622.0,2.0
5,9,698,0,698,0,1,4,0,0,3909576,0.0,698.0,0.0,0.0,2.0
